beta = 6.9

s clover x_0 =  1.9205290824884393  +-  0.00137927276079255
s wilson x_0 =  1.8251943877105448  +-  0.0016982158476075723
s symanzik x_0 =  1.7965843447441547  +-  0.002261568859299677
w clover x_0 =  1.7954122689527172  +-  0.0016387121704665225
w wilson x_0 =  1.7985822084511647  +-  0.0024319712146029637
w symanzik x_0 =  1.8193691035468333  +-  0.0023358562364011325

beta = 7.0

s clover x_0 =  1.9015268580563993  +-  0.0024114988692985244
s wilson x_0 =  1.8260984608084427  +-  0.002322591968422636
s symanzik x_0 =  1.7989643032981575  +-  0.0018377317242429733
w clover x_0 =  1.8101713232960197  +-  0.002244935083890356
w wilson x_0 =  1.7959415974713195  +-  0.002087920949319845
w symanzik x_0 =  1.801108982023382  +-  0.002071844615486268

beta = 7.1

s clover x_0 =  1.8859793279636943  +-  0.0026895954191784306
s wilson x_0 =  1.8227617896799462  +-  0.0021604362670812264
s symanzik x_0 =  1.8041631837726644  +-  0.002686070148444351
w clover x_0 =  1.8183249945890705  +-  0.0019737508198483422
w wilson x_0 =  1.7920666139157817  +-  0.003131289999360487
w symanzik x_0 =  1.7863026717842558  +-  0.004140913076051263

beta = 7.2

s clover x_0 =  1.877646108203556  +-  0.0018419010651617562
s wilson x_0 =  1.824256036032668  +-  0.001969320826531055
s symanzik x_0 =  1.8065205690253165  +-  0.0019264634399568125
w clover x_0 =  1.8234109136799082  +-  0.0018953494631733512
w wilson x_0 =  1.794555079322737  +-  0.0018399442935266267
w symanzik x_0 =  1.7873941895016103  +-  0.0025411438340381767
