0 0.22289173503364063 -0.17406066485016092 -1.595679960762469e-11
1 1.0774621822059705 1.416712688156686 -1.2546781751173993e-12
2 1.819957921060479 -1.4172061646534868 -6.924893443590858e-14
3 nan nan 4.6805040691474374e-14
4 nan nan 1.0998398413217216e-13
5 -0.13856723106094287 0.7395758425073125 -1.4013904303209707e-13
6 -0.08393552725241733 0.6508618753444253 -4.358443689680417e-14
7 -0.04898783787028995 0.7718192082354305 -1.200042920542572e-14
8 -0.24100941943571977 nan 8.951988876273952e-17
9 -0.23391894334463403 -3.5879589197910704 -6.286145520663443e-17
10 nan nan 2.5694298355551266e-15
11 0.09981204004726608 0.3097080861213407 -1.5262170379649906e-15
12 -0.7953059492478315 nan 1.6656957475450944e-15
